10000; 931079
20000; 2113418
30000; 3176822
40000; 4873871
50000; 6245505
60000; 7302277
70000; 8973660
80000; 11062735
90000; 12032634
100000; 14755173
10000; 910721
20000; 2172386
30000; 3181817
40000; 4872516
50000; 6195600
60000; 7387589
70000; 9046767
80000; 10849625
90000; 12291561
100000; 14199247
10000; 906803
20000; 2090171
30000; 3198201
40000; 4832198
50000; 6452257
60000; 7446887
70000; 9314739
80000; 11459634
90000; 11574314
100000; 14118768
